GeneID,Term,Type,Description
LOC101258962,GO:0016593,CC,Cdc73/Paf1 complex
LOC101258962,GO:0032968,BP,Positive regulation of transcription elongation by RNA polymerase II
LOC101258963,GO:0004864,MF,Protein phosphatase inhibitor activity
LOC101258963,GO:0005634,CC,Nucleus
LOC101258963,GO:0005737,CC,Cytoplasm
LOC101258963,GO:0009738,BP,Abscisic acid-activated signaling pathway
LOC101258963,GO:0010427,MF,Abscisic acid binding
LOC101258963,GO:0038023,MF,Signaling receptor activity
LOC101258964,GO:0005886,CC,Plasma membrane
LOC101258964,GO:0022857,MF,Transmembrane transporter activity
LOC101258964,GO:0055085,BP,Transmembrane transport
LOC101258966,GO:0016491,MF,Oxidoreductase activity
LOC101258967,GO:0004089,MF,Carbonate dehydratase activity
LOC101258967,GO:0006730,BP,One-carbon metabolic process
LOC101258967,GO:0008270,MF,Zinc ion binding
LOC101258968,GO:0003729,MF,MRNA binding
LOC101258968,GO:0006402,BP,MRNA catabolic process
LOC101258968,GO:0032451,MF,Demethylase activity
LOC101258970,GO:0022857,MF,Transmembrane transporter activity
LOC101258970,GO:0055085,BP,Transmembrane transport
LOC101258972,GO:0005515,MF,Protein binding
LOC101258973,GO:0006508,BP,Proteolysis
LOC101258973,GO:0008236,MF,Serine-type peptidase activity
LOC101258973,GO:0008474,MF,Palmitoyl-(protein) hydrolase activity
LOC101258973,GO:0016020,CC,Membrane
LOC101258974,GO:0004499,MF,N;N-dimethylaniline monooxygenase activity
LOC101258974,GO:0050660,MF,Flavin adenine dinucleotide binding
LOC101258974,GO:0050661,MF,NADP binding
LOC101258976,GO:0003680,MF,Minor groove of adenine-thymine-rich DNA binding
LOC101258976,GO:0003700,MF,DNA-binding transcription factor activity
LOC101258976,GO:0005634,CC,Nucleus
LOC101258976,GO:0010228,BP,Vegetative to reproductive phase transition of meristem
LOC101258977,GO:0000287,MF,Magnesium ion binding
LOC101258977,GO:0005524,MF,ATP binding
LOC101258977,GO:0005737,CC,Cytoplasm
LOC101258977,GO:0032957,BP,Inositol trisphosphate metabolic process
LOC101258977,GO:0047325,MF,Inositol-3;4;5;6-tetrakisphosphate 1-kinase activity
LOC101258977,GO:0052725,MF,Inositol-1;3;4-trisphosphate 6-kinase activity
LOC101258977,GO:0052726,MF,Inositol-1;3;4-trisphosphate 5-kinase activity
LOC101258978,GO:0016787,MF,Hydrolase activity
LOC101258980,GO:0003677,MF,DNA binding
LOC101258980,GO:0008270,MF,Zinc ion binding
LOC101258980,GO:0043161,BP,Proteasome-mediated ubiquitin-dependent protein catabolic process
LOC101258983,GO:0015211,MF,Purine nucleoside transmembrane transporter activity
LOC101258983,GO:0016020,CC,Membrane
LOC101258984,GO:0005886,CC,Plasma membrane
LOC101258984,GO:0009626,BP,Plant-type hypersensitive response
LOC101258984,GO:2000031,BP,Regulation of salicylic acid mediated signaling pathway
LOC101258986,GO:0000398,BP,MRNA splicing; via spliceosome
LOC101258986,GO:0000956,BP,Nuclear-transcribed mRNA catabolic process
LOC101258986,GO:0003723,MF,RNA binding
LOC101258986,GO:0005688,CC,U6 snRNP
LOC101258986,GO:0005689,CC,U12-type spliceosomal complex
LOC101258986,GO:0071004,CC,U2-type prespliceosome
LOC101258986,GO:0071013,CC,Catalytic step 2 spliceosome
LOC101258986,GO:0097526,CC,Spliceosomal tri-snRNP complex
LOC101258986,GO:1990726,CC,Lsm1-7-Pat1 complex
LOC101258987,GO:0000302,BP,Response to reactive oxygen species
LOC101258987,GO:0004601,MF,Peroxidase activity
LOC101258987,GO:0009507,CC,Chloroplast
LOC101258987,GO:0020037,MF,Heme binding
LOC101258987,GO:0034599,BP,Cellular response to oxidative stress
LOC101258987,GO:0042744,BP,Hydrogen peroxide catabolic process
LOC101258988,GO:0003700,MF,DNA-binding transcription factor activity
LOC101258988,GO:0005634,CC,Nucleus
LOC101258988,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101258988,GO:0043565,MF,Sequence-specific DNA binding
LOC101258989,GO:0045735,MF,Nutrient reservoir activity
LOC101258990,GO:0005739,CC,Mitochondrion
LOC101258990,GO:0018773,MF,Acetylpyruvate hydrolase activity
LOC101258992,GO:0003735,MF,Structural constituent of ribosome
LOC101258992,GO:0005840,CC,Ribosome
LOC101258992,GO:0006412,BP,Translation
LOC101258994,GO:0006869,BP,Lipid transport
LOC101258994,GO:0008289,MF,Lipid binding
LOC101258994,GO:0016020,CC,Membrane
LOC101258996,GO:0004190,MF,Aspartic-type endopeptidase activity
LOC101258996,GO:0006508,BP,Proteolysis
LOC101258997,GO:0003887,MF,DNA-directed DNA polymerase activity
LOC101258997,GO:0005634,CC,Nucleus
LOC101258997,GO:0006260,BP,DNA replication
LOC101258997,GO:0006271,BP,DNA strand elongation involved in DNA replication
LOC101258997,GO:0006297,BP,Nucleotide-excision repair; DNA gap filling
LOC101258997,GO:0043625,CC,Delta DNA polymerase complex
LOC101258997,GO:1904161,BP,DNA synthesis involved in UV-damage excision repair
MCA2,GO:0004197,MF,Cysteine-type endopeptidase activity
MCA2,GO:0006508,BP,Proteolysis
LOC101258999,GO:0006284,BP,Base-excision repair
LOC101258999,GO:0008725,MF,DNA-3-methyladenine glycosylase activity
LOC101259000,GO:0003676,MF,Nucleic acid binding
LOC101259000,GO:0004815,MF,Aspartate-tRNA ligase activity
LOC101259000,GO:0005524,MF,ATP binding
LOC101259000,GO:0005737,CC,Cytoplasm
LOC101259000,GO:0005739,CC,Mitochondrion
LOC101259000,GO:0006422,BP,Aspartyl-tRNA aminoacylation
LOC101259003,GO:0005515,MF,Protein binding
LOC101259003,GO:0007166,BP,Cell surface receptor signaling pathway
LOC101259004,GO:0003777,MF,Microtubule motor activity
LOC101259004,GO:0005524,MF,ATP binding
LOC101259004,GO:0007018,BP,Microtubule-based movement
LOC101259004,GO:0008017,MF,Microtubule binding
LOC101259005,GO:0003723,MF,RNA binding
LOC101259005,GO:0005515,MF,Protein binding
LOC101259005,GO:0008270,MF,Zinc ion binding
LOC101259005,GO:0009451,BP,RNA modification
LOC101259005,GO:0043231,CC,Intracellular membrane-bounded organelle
LOC101259007,GO:0003700,MF,DNA-binding transcription factor activity
LOC101259007,GO:0005634,CC,Nucleus
LOC101259007,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101259007,GO:0043565,MF,Sequence-specific DNA binding
LOC101259008,GO:0005730,CC,Nucleolus
LOC101259010,GO:0016747,MF,Acyltransferase activity; transferring groups other than amino-acyl groups
LOC101259012,GO:0005515,MF,Protein binding
LOC101259014,GO:0005515,MF,Protein binding
LOC101259014,GO:0019005,CC,SCF ubiquitin ligase complex
LOC101259014,GO:0031146,BP,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
LOC101259015,GO:0005515,MF,Protein binding
LOC101259016,GO:0003677,MF,DNA binding
LOC101259016,GO:0005634,CC,Nucleus
LOC101259016,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101259018,GO:0003723,MF,RNA binding
LOC101259018,GO:0005730,CC,Nucleolus
LOC101259018,GO:0032040,CC,Small-subunit processome
LOC101259019,GO:0004174,MF,Electron-transferring-flavoprotein dehydrogenase activity
LOC101259019,GO:0005737,CC,Cytoplasm
LOC101259019,GO:0050660,MF,Flavin adenine dinucleotide binding
LOC101259021,GO:0003735,MF,Structural constituent of ribosome
LOC101259021,GO:0005840,CC,Ribosome
LOC101259021,GO:0006412,BP,Translation
LOC101259021,GO:0022625,CC,Cytosolic large ribosomal subunit
LOC101259021,GO:0070180,MF,Large ribosomal subunit rRNA binding
LOC101259022,GO:0005886,CC,Plasma membrane
LOC101259022,GO:0009506,CC,Plasmodesma
LOC101259022,GO:0098542,BP,Defense response to other organism
LOC101259023,GO:0005789,CC,Endoplasmic reticulum membrane
LOC101259023,GO:0032434,BP,Regulation of proteasomal ubiquitin-dependent protein catabolic process
LOC101259023,GO:0034976,BP,Response to endoplasmic reticulum stress
LOC101259023,GO:0061666,MF,UFM1 ligase activity
LOC101259023,GO:1990592,BP,Protein K69-linked ufmylation
LOC101259024,GO:0008375,MF,Acetylglucosaminyltransferase activity
LOC101259026,GO:0003682,MF,Chromatin binding
LOC101259026,GO:0003688,MF,DNA replication origin binding
LOC101259026,GO:0005524,MF,ATP binding
LOC101259026,GO:0005664,CC,Nuclear origin of replication recognition complex
LOC101259026,GO:0006270,BP,DNA replication initiation
LOC101259026,GO:0016887,MF,ATP hydrolysis activity
LOC101259026,GO:0033314,BP,Mitotic DNA replication checkpoint signaling
LOC101259027,GO:0016020,CC,Membrane
LOC101259027,GO:0020037,MF,Heme binding
LOC101259027,GO:0043231,CC,Intracellular membrane-bounded organelle
LOC101259030,GO:0002181,BP,Cytoplasmic translation
LOC101259030,GO:0003924,MF,GTPase activity
LOC101259030,GO:0005525,MF,GTP binding
LOC101259030,GO:0005737,CC,Cytoplasm
LOC101259033,GO:0004672,MF,Protein kinase activity
LOC101259033,GO:0005524,MF,ATP binding
LOC101259033,GO:0006468,BP,Protein phosphorylation
LOC101259034,GO:0009734,BP,Auxin-activated signaling pathway
LOC101259035,GO:0005524,MF,ATP binding
LOC101259035,GO:0042026,BP,Protein refolding
LOC101259035,GO:0140662,MF,ATP-dependent protein folding chaperone
LOC101259036,GO:0000976,MF,Transcription cis-regulatory region binding
LOC101259036,GO:0003682,MF,Chromatin binding
LOC101259036,GO:0005669,CC,Transcription factor TFIID complex
LOC101259036,GO:0006367,BP,Transcription initiation at RNA polymerase II promoter
LOC101259036,GO:0008237,MF,Metallopeptidase activity
LOC101259036,GO:0008270,MF,Zinc ion binding
LOC101259036,GO:0016251,MF,RNA polymerase II general transcription initiation factor activity
LOC101259038,GO:0008270,MF,Zinc ion binding
LOC101259040,GO:0000287,MF,Magnesium ion binding
LOC101259040,GO:0002189,CC,Ribose phosphate diphosphokinase complex
LOC101259040,GO:0004749,MF,Ribose phosphate diphosphokinase activity
LOC101259040,GO:0005737,CC,Cytoplasm
LOC101259040,GO:0006015,BP,5-phosphoribose 1-diphosphate biosynthetic process
LOC101259040,GO:0006164,BP,Purine nucleotide biosynthetic process
LOC101259041,GO:0005515,MF,Protein binding
LOC101259042,GO:0004842,MF,Ubiquitin-protein transferase activity
LOC101259042,GO:0005515,MF,Protein binding
LOC101259042,GO:0007166,BP,Cell surface receptor signaling pathway
LOC101259042,GO:0016567,BP,Protein ubiquitination
LOC101259043,GO:0005515,MF,Protein binding
LOC101259044,GO:0005085,MF,Guanyl-nucleotide exchange factor activity
LOC101259044,GO:0032012,BP,Regulation of ARF protein signal transduction
LOC101259045,GO:0004252,MF,Serine-type endopeptidase activity
LOC101259045,GO:0006508,BP,Proteolysis
LOC101259045,GO:0009507,CC,Chloroplast
LOC101259046,GO:0003677,MF,DNA binding
LOC101259046,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101259047,GO:0006952,BP,Defense response
LOC101259047,GO:0009507,CC,Chloroplast
LOC101259049,GO:0016567,BP,Protein ubiquitination
LOC101259049,GO:0061630,MF,Ubiquitin protein ligase activity
MHX,GO:0016020,CC,Membrane
MHX,GO:0030001,BP,Metal ion transport
MHX,GO:0055085,BP,Transmembrane transport
LOC101259052,GO:0005983,BP,Starch catabolic process
LOC101259052,GO:0006470,BP,Protein dephosphorylation
LOC101259052,GO:0008138,MF,Protein tyrosine/serine/threonine phosphatase activity
LOC101259052,GO:0009507,CC,Chloroplast
LOC101259052,GO:0019203,MF,Carbohydrate phosphatase activity
LOC101259052,GO:2001070,MF,Starch binding
LOC101259053,GO:0000176,CC,Nuclear exosome (RNase complex)
LOC101259053,GO:0000177,CC,Cytoplasmic exosome (RNase complex)
LOC101259053,GO:0000467,BP,Exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA; 5.8S rRNA; LSU-rRNA)
LOC101259053,GO:0034473,BP,U1 snRNA 3'-end processing
LOC101259053,GO:0034475,BP,U4 snRNA 3'-end processing
LOC101259053,GO:0034476,BP,U5 snRNA 3'-end processing
LOC101259053,GO:0035925,MF,MRNA 3'-UTR AU-rich region binding
LOC101259053,GO:0071028,BP,Nuclear mRNA surveillance
LOC101259053,GO:0071035,BP,Nuclear polyadenylation-dependent rRNA catabolic process
LOC101259053,GO:0071038,BP,TRAMP-dependent tRNA surveillance pathway
LOC101259053,GO:0071042,BP,Nuclear polyadenylation-dependent mRNA catabolic process
LOC101259054,GO:0007165,BP,Signal transduction
LOC101259056,GO:0043531,MF,ADP binding
LOC101259056,GO:0098542,BP,Defense response to other organism
LOC101259059,GO:0020037,MF,Heme binding
LOC101259059,GO:0140575,MF,Transmembrane monodehydroascorbate reductase activity
LOC101259061,GO:0004674,MF,Protein serine/threonine kinase activity
LOC101259061,GO:0005524,MF,ATP binding
LOC101259061,GO:0005737,CC,Cytoplasm
LOC101259061,GO:0006468,BP,Protein phosphorylation
LOC101259063,GO:0006396,BP,RNA processing
LOC101259064,GO:0004097,MF,Catechol oxidase activity
LOC101259064,GO:0046148,BP,Pigment biosynthetic process
LOC101259070,GO:0003723,MF,RNA binding
LOC101259070,GO:0005515,MF,Protein binding
LOC101259070,GO:0008270,MF,Zinc ion binding
LOC101259070,GO:0009451,BP,RNA modification
LOC101259070,GO:0043231,CC,Intracellular membrane-bounded organelle
LOC101259072,GO:0005515,MF,Protein binding
LOC101259073,GO:0003723,MF,RNA binding
LOC101259073,GO:0009982,MF,Pseudouridine synthase activity
LOC101259073,GO:0031119,BP,TRNA pseudouridine synthesis
LOC101259075,GO:0005515,MF,Protein binding
LOC101259076,GO:0008643,BP,Carbohydrate transport
LOC101259076,GO:0016020,CC,Membrane
LOC101259076,GO:0051119,MF,Sugar transmembrane transporter activity
LOC101259077,GO:0022857,MF,Transmembrane transporter activity
LOC101259077,GO:0055085,BP,Transmembrane transport
LOC101259078,GO:0008180,CC,COP9 signalosome
LOC101259079,GO:0006811,BP,Monoatomic ion transport
LOC101259080,GO:0003723,MF,RNA binding
LOC101259080,GO:0005515,MF,Protein binding
LOC101259080,GO:0009451,BP,RNA modification
LOC101259080,GO:0043231,CC,Intracellular membrane-bounded organelle
LOC101259081,GO:0016020,CC,Membrane
LOC101259081,GO:0016192,BP,Vesicle-mediated transport
LOC101259082,GO:0005783,CC,Endoplasmic reticulum
LOC101259082,GO:0005794,CC,Golgi apparatus
LOC101259082,GO:0016192,BP,Vesicle-mediated transport
LOC101259085,GO:0016020,CC,Membrane
LOC101259085,GO:0016757,MF,Glycosyltransferase activity
LOC101259087,GO:0000338,BP,Protein deneddylation
LOC101259087,GO:0005515,MF,Protein binding
LOC101259087,GO:0008180,CC,COP9 signalosome
LOC101259087,GO:0008237,MF,Metallopeptidase activity
LOC101259089,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
LOC101259089,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
LOC101259089,GO:0005634,CC,Nucleus
LOC101259089,GO:0045944,BP,Positive regulation of transcription by RNA polymerase II
LOC101259089,GO:0046983,MF,Protein dimerization activity
LOC101259093,GO:0016020,CC,Membrane
LOC101259094,GO:0006885,BP,Regulation of pH
LOC101259094,GO:0012505,CC,Endomembrane system
LOC101259094,GO:0015297,MF,Antiporter activity
LOC101259094,GO:0016020,CC,Membrane
LOC101259094,GO:1902600,BP,Proton transmembrane transport
LOC101259095,GO:0004176,MF,ATP-dependent peptidase activity
LOC101259095,GO:0004222,MF,Metalloendopeptidase activity
LOC101259095,GO:0005524,MF,ATP binding
LOC101259095,GO:0006508,BP,Proteolysis
LOC101259095,GO:0009534,CC,Chloroplast thylakoid
LOC101259095,GO:0016887,MF,ATP hydrolysis activity
LOC101259095,GO:0042981,BP,Regulation of apoptotic process
LOC101259096,GO:0015297,MF,Antiporter activity
LOC101259096,GO:0016020,CC,Membrane
LOC101259096,GO:0042910,MF,Xenobiotic transmembrane transporter activity
LOC101259096,GO:1990961,BP,Xenobiotic detoxification by transmembrane export across the plasma membrane
LOC101259098,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
LOC101259098,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
LOC101259098,GO:0005634,CC,Nucleus
LOC101259098,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101259099,GO:0000124,CC,SAGA complex
LOC101259099,GO:0035064,MF,Methylated histone binding
LOC101259101,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
LOC101259101,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
LOC101259101,GO:0005634,CC,Nucleus
LOC101259101,GO:0045944,BP,Positive regulation of transcription by RNA polymerase II
LOC101259101,GO:0046983,MF,Protein dimerization activity
LOC101259102,GO:0003729,MF,MRNA binding
LOC101259102,GO:0005829,CC,Cytosol
LOC101259102,GO:1990904,CC,Ribonucleoprotein complex
LOC101259103,GO:0003723,MF,RNA binding
LOC101259103,GO:0005634,CC,Nucleus
LOC101259103,GO:0006397,BP,MRNA processing
LOC101259103,GO:1990446,MF,U1 snRNP binding
LOC101259104,GO:0016020,CC,Membrane
LOC101259104,GO:0016757,MF,Glycosyltransferase activity
RGL,GO:0003824,MF,Catalytic activity
RGL,GO:0005975,BP,Carbohydrate metabolic process
RGL,GO:0030246,MF,Carbohydrate binding
LOC101259109,GO:0003723,MF,RNA binding
LOC101259109,GO:0005515,MF,Protein binding
LOC101259109,GO:0009451,BP,RNA modification
LOC101259109,GO:0043231,CC,Intracellular membrane-bounded organelle
LOC101259112,GO:0005515,MF,Protein binding
LOC101259113,GO:0005524,MF,ATP binding
LOC101259113,GO:0042026,BP,Protein refolding
LOC101259113,GO:0140662,MF,ATP-dependent protein folding chaperone
LOC101259114,GO:0005515,MF,Protein binding
LOC101259115,GO:0003676,MF,Nucleic acid binding
LOC101259115,GO:0005634,CC,Nucleus
LOC101259115,GO:0006364,BP,RRNA processing
LOC101259115,GO:0008408,MF,3'-5' exonuclease activity
LOC101259117,GO:0000815,CC,ESCRT III complex
LOC101259117,GO:0005771,CC,Multivesicular body
LOC101259117,GO:0015031,BP,Protein transport
LOC101259117,GO:0032509,BP,Endosome transport via multivesicular body sorting pathway
LOC101259117,GO:0045324,BP,Late endosome to vacuole transport
LOC101259118,GO:0009055,MF,Electron transfer activity
LOC101259118,GO:0009536,CC,Plastid
LOC101259118,GO:0022900,BP,Electron transport chain
LOC101259118,GO:0051537,MF,2 iron; 2 sulfur cluster binding
LOC101259119,GO:0003677,MF,DNA binding
LOC101259119,GO:0003689,MF,DNA clamp loader activity
LOC101259119,GO:0005634,CC,Nucleus
LOC101259119,GO:0005663,CC,DNA replication factor C complex
LOC101259119,GO:0006261,BP,DNA-templated DNA replication
LOC101259119,GO:0006281,BP,DNA repair
LOC101259120,GO:0009058,BP,Biosynthetic process
LOC101259120,GO:0012505,CC,Endomembrane system
LOC101259120,GO:0016787,MF,Hydrolase activity
LOC101259120,GO:0016844,MF,Strictosidine synthase activity
